,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
244,Brooklyn,112,"POLYGON ((-73.98337049307226 40.638435194550866, -73.98337015105562 40.63980758763599, -73.98517175042916 40.6398078340643, -73.98517205539332 40.63843544097414, -73.98337049307226 40.638435194550866))",0.899333333,0,2024-05-06 11:45:00,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,14 AVENUE,"[""I'm so sick of seeing derelict cars on 14 AVENUE. Something needs to be done about it."", ""I've complained to the council about the abandoned vehicles on 14 AVENUE but nothing seems to be changing."", 'Driving past 14 AVENUE is a nightmare with all these derelict vehicles taking up space.', 'Why are there still derelict cars on 14 AVENUE months after I first reported them?']"
245,Brooklyn,106,"POLYGON ((-73.9627890443778 40.62424297443791, -73.96278827922829 40.62561536952086, -73.96458949538663 40.62561593841089, -73.96459022349943 40.62424354331634, -73.9627890443778 40.62424297443791))",1.478711538,1,2024-03-20 08:00:00,Department of Transportation,Street Condition,Pothole,,,"['Just hit another pothole on my street, nan. Gonna be a long drive home.', ""Think our street needs some serious repairs, it's just getting worse.""]"
246,Brooklyn,75,"POLYGON ((-73.98337049307226 40.638435194550866, -73.98337015105562 40.63980758763599, -73.98517175042916 40.6398078340643, -73.98517205539332 40.63843544097414, -73.98337049307226 40.638435194550866))",-0.289071429,0,2024-05-12 22:15:00,Department of Sanitation,Litter Basket Complaint,Overflowing,Sidewalk,14 AVENUE,"[""My street's litter basket is overflowing again, ridiculous."", ""People really need to start putting trash in the bins, it's a simple concept."", 'This overflowing litter basket is starting to be an eyesore on my street, someone needs to do something about it.', 'Litter basket on my street is a disaster, can we get someone to clean it up please?', ""It's not that hard to put trash in the bins, yet my street's litter basket is always overflowing.""]"
247,Bronx,33,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",-0.365354167,0,2024-01-15 21:00:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,CONCORD AVENUE,"[""Just had to drive around the block because someone parked in front of my house on Concord Avenue. Literally can't get in my driveway now."", ""Stuck outside my own house on Concord Avenue. Whoever parked here didn't think about people who actually live here."", ""Someone's parked in front of my Concord Avenue house and now I'm blocked in. Great.""]"
248,Bronx,22,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",-0.6745,0,2024-01-16 23:45:00,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,JACKSON AVENUE,"[""Can't believe the construction on Jackson Avenue is still going on after the stop work order. People's safety should be a priority."", ""I'm getting frustrated that the construction crew is ignoring the stop work order. It's just not safe."", 'Just saw the construction crew working on Jackson Avenue despite the stop work order. When will they follow the rules?']"
249,Bronx,64,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",0.505875,0,2024-01-15 08:15:00,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,JACKSON AVENUE,"[""Work is being done on Jackson Avenue despite the stop work order. Not sure what's going on."", ""Just got back from Jackson Avenue and the construction crew is still working. This is not exactly what I'd call 'following the rules'.""]"
250,Bronx,73,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",0.7588125,0,2024-01-15 08:45:00,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,JACKSON AVENUE,"['Just got back from Jackson Avenue and the construction site has no proper exit plan. Locked doors are a huge safety concern.', 'Streets are supposed to be safe not a reason to worry about getting out of a building.', 'Construction on Jackson Avenue has got some serious issues, need to get it sorted out ASAP.', ""Can't believe the contractors on Jackson Avenue didn't even bother with a secondary egress route.""]"
251,Bronx,77,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",0.871229167,0,2024-01-15 09:15:00,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,JACKSON AVENUE,"['Just found out the construction on Jackson Avenue is still ongoing despite a stop work order, wondering how this is even allowed.', 'Someone needs to explain to me why Jackson Avenue is still under construction despite the orders, the noise is driving me crazy.', ""I'm at my wit's end with the construction on Jackson Avenue, it's disrupting my whole daily routine and no one seems to be in charge."", ""Got a visit from a friendly inspector today and now the construction on Jackson is supposed to stop, let's see if that actually happens this time."", 'Having a hard time trusting the company working on Jackson Avenue after they ignored the stop work order, sad to say I lost a bit of confidence in them.', ""I'm just trying to live on Jackson Avenue in peace but the construction refuses to stop, is that too much to ask for?"", 'Pretty sure the construction on Jackson Avenue is violating some kind of law by continuing despite the stop work order, gotta call someone']"
252,Bronx,70,"POLYGON ((-73.89195243167505 40.859545771914036, -73.89195020208906 40.86091812046809, -73.89375778985601 40.860919799079625, -73.89375998214287 40.85954745049134, -73.89195243167505 40.859545771914036))",-0.33725,0,2024-02-24 09:30:00,Department of Sanitation,Graffiti,Graffiti,Comercial,WEBSTER AVENUE,"[""Just saw some graffiti on Webster Avenue and it's a mess."", ""I'm getting really tired of seeing tags all over the streets on my way to work.""]"
253,Bronx,96,"POLYGON ((-73.89195243167505 40.859545771914036, -73.89195020208906 40.86091812046809, -73.89375778985601 40.860919799079625, -73.89375998214287 40.85954745049134, -73.89195243167505 40.859545771914036))",0.5396,0,2024-02-24 14:30:00,Department of Sanitation,Graffiti,Graffiti,,EAST  189 STREET,"[""Just found some pretty disgusting graffiti on my street and I'm not happy about it."", ""Not sure who's behind the graffiti on East 189 Street, but I'd like to know so I can yell at them.""]"
254,Bronx,96,"POLYGON ((-73.89195243167505 40.859545771914036, -73.89195020208906 40.86091812046809, -73.89375778985601 40.860919799079625, -73.89375998214287 40.85954745049134, -73.89195243167505 40.859545771914036))",0.5396,0,2024-02-24 14:30:00,New York City Police Department,Encampment,,Street/Sidewalk,EAST  189 STREET,"[""I'm so frustrated with the homeless encampment on 189 Street. It's getting out of hand.\n\nI've seen needles and human waste on our street. It's disgusting and scary for families.\n\nEncampment on East 189 is creating a whole new set of problems. We just want a safe place to live.""]"
255,Bronx,96,"POLYGON ((-73.89195243167505 40.859545771914036, -73.89195020208906 40.86091812046809, -73.89375778985601 40.860919799079625, -73.89375998214287 40.85954745049134, -73.89195243167505 40.859545771914036))",0.5396,0,2024-02-24 14:30:00,Department of Homeless Services,Encampment,,Street/Sidewalk,EAST  189 STREET,"[""Concerned about the state of my street, specifically the encampment on EAST 189 STREET, it's affecting my daily life."", ""I've seen some disturbing things near my home on EAST 189 STREET, things need to change."", ""I've been trying to avoid walking down EAST 189 STREET at night ever since the encampment appeared."", ""It's time for something to be done about the encampment on EAST 189 STREET, it's not safe for anyone.""]"
256,Bronx,60,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",0.393458333,0,2024-01-15 21:00:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,CONCORD AVENUE,"['Just had to park a block away from my place because someone blocked my driveway on Concord Avenue.', ""My driveway is blocked and I have no access, this is ridiculous I don't know how anyone can do this to a neighbor."", 'My neighbor has blocked my driveway on Concord Avenue and I have no way to get in or out, this is causing me a huge hassle.', ""Just had to call a friend to borrow their car because my driveway is blocked and I have no access I'm so fed up with this.""]"
257,Queens,18,"POLYGON ((-73.80240146876282 40.68797242598935, -73.80239740176701 40.689344807630945, -73.80420033511498 40.68934788934322, -73.80420436500361 40.6879755076387, -73.80240146876282 40.68797242598935))",0.168625,0,2024-01-19 12:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,PINEGROVE STREET,"[""I'm so annoyed with the parking situation on Pinegrove Street, someone's blocking the sidewalk again."", 'Need some accountability on Pinegrove Street,Illegal parking is legitimately getting out of hand.']"
258,Brooklyn,234,"POLYGON ((-73.93601997464899 40.72387248144743, -73.93601865709432 40.72524485979507, -73.93782256572864 40.72524584805455, -73.93782384613581 40.72387346968676, -73.93601997464899 40.72387248144743))",0.72155814,0,2024-03-16 13:00:00,Department of Transportation,Traffic Signal Condition,Enclosure Cap,,,"['Just witnessed a traffic signal malfunction on nan street due to a loose enclosure cap, lucky nobody got hurt.', 'Traffic signal always breaks down at the worst times and today was no exception on nan street.', 'Was stuck at nan street today because the traffic signal was out due to a faulty enclosure cap.']"
259,Queens,57,"POLYGON ((-73.80240146876282 40.68797242598935, -73.80239740176701 40.689344807630945, -73.80420033511498 40.68934788934322, -73.80420436500361 40.6879755076387, -73.80240146876282 40.68797242598935))",3.0,2,2024-01-23 15:30:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,PINEGROVE STREET,"['Just saw an abandoned vehicle on Pinegrove Street, still has the license plate on it. Not sure what the owner is waiting for.', ""I've been trying to report the abandoned car on Pinegrove Street but no one seems to be taking it seriously."", 'Just took a picture of the abandoned vehicle on Pinegrove Street, hoping the owners will see it and move it already.']"
260,Queens,39,"POLYGON ((-73.80240146876282 40.68797242598935, -73.80239740176701 40.689344807630945, -73.80420033511498 40.68934788934322, -73.80420436500361 40.6879755076387, -73.80240146876282 40.68797242598935))",1.9391875,1,2024-01-23 17:30:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,PINEGROVE STREET,"[""My neighbour's car is still abandoned on Pinegrove Street. I've been noticing it for weeks now."", 'Just reported the issus to the local council, hope they finally take it away from Pinegrove Street.']"
261,Queens,39,"POLYGON ((-73.80240146876282 40.68797242598935, -73.80239740176701 40.689344807630945, -73.80420033511498 40.68934788934322, -73.80420436500361 40.6879755076387, -73.80240146876282 40.68797242598935))",1.9391875,1,2024-01-23 17:30:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,PINEGROVE STREET,"['Just spotted an abandoned car on Pinegrove Street, anyone know the owner? License plate is visible.', 'Pinegrove Street is getting ugly, got a picture of an abandoned car with the plate visible, anyone see it get there?']"
262,Brooklyn,142,"POLYGON ((-73.93601997464899 40.72387248144743, -73.93601865709432 40.72524485979507, -73.93782256572864 40.72524584805455, -73.93782384613581 40.72387346968676, -73.93601997464899 40.72387248144743))",-0.72155814,0,2024-03-17 09:00:00,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,APOLLO STREET,"['Someone just parked in front of the fire hydrant on Apollo Street - not cool.', ""Fed up with people blocking the hydrants on Apollo Street - it's a fire hazard."", 'Just had to point out to someone for the umpteenth time that blocking hydrants on Apollo Street is against the law.']"
