Time,Temperature,Condition,Wind,Humidity,Pressure,Visibility,day,month
,14 °C,Sunny.,9 km/h,51%,1033 mbar,16 km,10,10
,16 °C,Partly sunny.,6 km/h,44%,1032 mbar,16 km,10,10
,16 °C,Overcast.,No wind,42%,1031 mbar,16 km,10,10
,16 °C,Scattered clouds.,N/A,44%,1030 mbar,16 km,10,10
,16 °C,Passing clouds.,N/A,44%,1030 mbar,16 km,10,10
,16 °C,Partly sunny.,11 km/h,44%,1029 mbar,16 km,10,10
,15 °C,Partly sunny.,N/A,48%,1029 mbar,16 km,10,10
,15 °C,Overcast.,N/A,49%,1028 mbar,16 km,10,10
,14 °C,Overcast.,7 km/h,56%,1028 mbar,16 km,10,10
,14 °C,Overcast.,6 km/h,54%,1028 mbar,16 km,10,10
,15 °C,Overcast.,6 km/h,51%,1027 mbar,16 km,10,10
,14 °C,Passing clouds.,No wind,58%,1027 mbar,16 km,10,10
,14 °C,Overcast.,No wind,56%,1026 mbar,16 km,10,10
,15 °C,Mostly cloudy.,6 km/h,58%,1026 mbar,16 km,10,10
,15 °C,Overcast.,No wind,60%,1025 mbar,16 km,11,10
,15 °C,Overcast.,No wind,62%,1025 mbar,16 km,11,10
,15 °C,Overcast.,No wind,64%,1025 mbar,16 km,11,10
,15 °C,Overcast.,6 km/h,64%,1024 mbar,16 km,11,10
,15 °C,Overcast.,No wind,64%,1024 mbar,16 km,11,10
,15 °C,Mostly cloudy.,6 km/h,64%,1024 mbar,16 km,11,10
,14 °C,Mostly cloudy.,6 km/h,70%,1024 mbar,16 km,11,10
,14 °C,Overcast.,No wind,72%,1024 mbar,16 km,11,10
,16 °C,Overcast.,6 km/h,70%,1024 mbar,16 km,11,10
,16 °C,Light rain. Mostly cloudy.,6 km/h,78%,1025 mbar,6 km,11,10
,16 °C,Light rain. Mostly cloudy.,13 km/h,80%,1024 mbar,10 km,11,10
,16 °C,Light rain. More clouds than sun.,11 km/h,83%,1025 mbar,5 km,11,10
,16 °C,Light rain. Fog.,7 km/h,86%,1025 mbar,4 km,11,10
,16 °C,Light rain. Fog.,9 km/h,86%,1025 mbar,5 km,11,10
,16 °C,Light rain. Fog.,No wind,86%,1024 mbar,5 km,11,10
,16 °C,Fog.,6 km/h,86%,1024 mbar,6 km,11,10
,16 °C,Light rain. Fog.,6 km/h,90%,1023 mbar,8 km,11,10
,16 °C,Light rain. Fog.,9 km/h,90%,1024 mbar,3 km,11,10
,16 °C,Light rain. Fog.,7 km/h,90%,1024 mbar,5 km,11,10
,16 °C,Fog.,11 km/h,90%,1023 mbar,10 km,11,10
,16 °C,Light rain. Fog.,7 km/h,90%,1022 mbar,6 km,11,10
,16 °C,Light rain. Fog.,9 km/h,90%,1023 mbar,5 km,11,10
,17 °C,Light rain. Fog.,7 km/h,86%,1023 mbar,10 km,11,10
,17 °C,Light rain. Fog.,No wind,90%,1022 mbar,8 km,11,10
,17 °C,Mostly cloudy.,6 km/h,86%,1021 mbar,16 km,11,10
,18 °C,Mostly cloudy.,13 km/h,78%,1021 mbar,16 km,11,10
,18 °C,More clouds than sun.,11 km/h,73%,1021 mbar,16 km,11,10
,18 °C,Mostly cloudy.,13 km/h,70%,1021 mbar,16 km,11,10
,18 °C,Mostly cloudy.,13 km/h,65%,1022 mbar,16 km,11,10
,17 °C,Overcast.,15 km/h,68%,1021 mbar,16 km,11,10
,17 °C,Mostly cloudy.,9 km/h,70%,1022 mbar,16 km,11,10
,17 °C,Partly cloudy.,11 km/h,70%,1021 mbar,16 km,11,10
,17 °C,Passing clouds.,7 km/h,73%,1022 mbar,16 km,11,10
,16 °C,Passing clouds.,19 km/h,72%,1021 mbar,16 km,11,10
,17 °C,Mostly cloudy.,17 km/h,67%,1021 mbar,16 km,11,10
,17 °C,Mostly cloudy.,15 km/h,65%,1020 mbar,16 km,12,10
,17 °C,Mostly cloudy.,11 km/h,75%,1019 mbar,16 km,12,10
,17 °C,Overcast.,19 km/h,75%,1019 mbar,16 km,12,10
,17 °C,Overcast.,17 km/h,67%,1018 mbar,16 km,12,10
,16 °C,Overcast.,20 km/h,70%,1018 mbar,16 km,12,10
,16 °C,Mostly cloudy.,20 km/h,70%,1018 mbar,16 km,12,10
,16 °C,Mostly cloudy.,24 km/h,67%,1019 mbar,16 km,12,10
,16 °C,More clouds than sun.,17 km/h,67%,1018 mbar,16 km,12,10
,15 °C,Scattered clouds.,22 km/h,64%,1019 mbar,16 km,12,10
,15 °C,Scattered clouds.,28 km/h,64%,1019 mbar,16 km,12,10
,15 °C,Passing clouds.,19 km/h,64%,1019 mbar,16 km,12,10
,16 °C,Sunny.,26 km/h,60%,1018 mbar,16 km,12,10
,16 °C,Mostly cloudy.,22 km/h,62%,1018 mbar,16 km,12,10
,16 °C,Overcast.,22 km/h,62%,1019 mbar,16 km,12,10
,16 °C,Light rain. Overcast.,11 km/h,65%,1018 mbar,16 km,12,10
,14 °C,Light rain. Overcast.,20 km/h,72%,1017 mbar,14 km,12,10
,14 °C,Light rain. Overcast.,11 km/h,81%,1017 mbar,11 km,12,10
,13 °C,Light rain. Fog.,13 km/h,87%,1016 mbar,10 km,12,10
,13 °C,Light rain. Fog.,15 km/h,87%,1016 mbar,8 km,12,10
,13 °C,Light rain. Fog.,22 km/h,87%,1016 mbar,10 km,12,10
,13 °C,Light rain. Fog.,20 km/h,90%,1017 mbar,8 km,12,10
,13 °C,Light rain. Fog.,20 km/h,90%,1016 mbar,5 km,12,10
,13 °C,Light rain. Fog.,20 km/h,90%,1017 mbar,10 km,12,10
,13 °C,Rain. Fog.,13 km/h,90%,1016 mbar,6 km,12,10
,13 °C,Light rain. Fog.,17 km/h,90%,1017 mbar,10 km,12,10
,13 °C,Light rain. Fog.,22 km/h,90%,1016 mbar,8 km,12,10
,13 °C,Light rain. Overcast.,19 km/h,90%,1015 mbar,11 km,12,10
,13 °C,Light rain. Fog.,24 km/h,90%,1016 mbar,8 km,12,10
,13 °C,Light rain. Fog.,20 km/h,90%,1014 mbar,6 km,12,10
,13 °C,Rain. Fog.,24 km/h,90%,1014 mbar,5 km,13,10
,14 °C,Heavy rain. Fog.,19 km/h,90%,1014 mbar,3 km,13,10
,14 °C,Heavy rain. Fog.,20 km/h,90%,1014 mbar,2 km,13,10
,14 °C,Light rain. Fog.,17 km/h,90%,1014 mbar,6 km,13,10
,13 °C,Light rain. Fog.,19 km/h,90%,1014 mbar,6 km,13,10
,13 °C,Light rain. Fog.,20 km/h,90%,1012 mbar,4 km,13,10
,12 °C,Light rain. Fog.,20 km/h,93%,1013 mbar,5 km,13,10
,12 °C,Rain. Fog.,17 km/h,90%,1012 mbar,3 km,13,10
,12 °C,Light rain. Fog.,13 km/h,90%,1013 mbar,4 km,13,10
,12 °C,Light rain. Fog.,15 km/h,93%,1014 mbar,8 km,13,10
,12 °C,Light rain. Fog.,26 km/h,90%,1014 mbar,8 km,13,10
,12 °C,Light rain. Fog.,13 km/h,90%,1012 mbar,6 km,13,10
,12 °C,Light rain. Fog.,17 km/h,90%,1013 mbar,8 km,13,10
,12 °C,Light rain. Fog.,15 km/h,90%,1013 mbar,8 km,13,10
,12 °C,Overcast.,15 km/h,90%,1013 mbar,11 km,13,10
,13 °C,Light rain. Overcast.,24 km/h,90%,1014 mbar,14 km,13,10
,13 °C,Overcast.,24 km/h,87%,1013 mbar,16 km,13,10
,13 °C,Light rain. Fog.,15 km/h,90%,1015 mbar,4 km,13,10
,13 °C,Light rain. Fog.,19 km/h,90%,1014 mbar,3 km,13,10
,13 °C,Light rain. Fog.,19 km/h,90%,1015 mbar,5 km,13,10
,13 °C,Light rain. Fog.,20 km/h,90%,1015 mbar,3 km,13,10
,13 °C,Light rain. Fog.,24 km/h,90%,1014 mbar,5 km,13,10
,13 °C,Light rain. Fog.,19 km/h,93%,1014 mbar,4 km,13,10
,14 °C,Light rain. Fog.,17 km/h,90%,1014 mbar,6 km,13,10
,13 °C,Low clouds.,20 km/h,93%,1013 mbar,14 km,13,10
,14 °C,Overcast.,28 km/h,90%,1014 mbar,16 km,13,10
,14 °C,Overcast.,32 km/h,87%,1013 mbar,16 km,13,10
,14 °C,Overcast.,19 km/h,87%,1013 mbar,16 km,13,10
,14 °C,Light rain. Fog.,20 km/h,87%,1014 mbar,6 km,13,10
,13 °C,Light rain. Fog.,22 km/h,90%,1014 mbar,8 km,13,10
,13 °C,Overcast.,15 km/h,87%,1014 mbar,16 km,13,10
,13 °C,Overcast.,20 km/h,87%,1015 mbar,16 km,13,10
,13 °C,Overcast.,19 km/h,84%,1015 mbar,16 km,13,10
,13 °C,Overcast.,20 km/h,84%,1015 mbar,16 km,13,10
,13 °C,Overcast.,17 km/h,84%,1016 mbar,16 km,13,10
,13 °C,Overcast.,24 km/h,87%,1015 mbar,16 km,13,10
,13 °C,Overcast.,20 km/h,83%,1015 mbar,16 km,14,10
,13 °C,Overcast.,15 km/h,83%,1015 mbar,16 km,14,10
,13 °C,Overcast.,20 km/h,80%,1015 mbar,16 km,14,10
,13 °C,Overcast.,13 km/h,80%,1015 mbar,16 km,14,10
,12 °C,Overcast.,11 km/h,83%,1016 mbar,16 km,14,10
,12 °C,Low clouds.,9 km/h,83%,1017 mbar,16 km,14,10
,12 °C,Low clouds.,17 km/h,83%,1016 mbar,16 km,14,10
,12 °C,Overcast.,15 km/h,83%,1017 mbar,16 km,14,10
,12 °C,Low clouds.,11 km/h,86%,1016 mbar,16 km,14,10
,12 °C,Overcast.,13 km/h,86%,1018 mbar,16 km,14,10
,12 °C,Fog.,9 km/h,86%,1018 mbar,8 km,14,10
,12 °C,Fog.,7 km/h,89%,1018 mbar,4 km,14,10
,12 °C,Fog.,9 km/h,89%,1018 mbar,6 km,14,10
,12 °C,Fog.,7 km/h,90%,1018 mbar,8 km,14,10
,12 °C,Low clouds.,11 km/h,90%,1017 mbar,16 km,14,10
,13 °C,Overcast.,11 km/h,87%,1019 mbar,16 km,14,10
,13 °C,Overcast.,9 km/h,81%,1017 mbar,16 km,14,10
,14 °C,Overcast.,6 km/h,78%,1017 mbar,16 km,14,10
,14 °C,Overcast.,9 km/h,75%,1017 mbar,16 km,14,10
,16 °C,Overcast.,15 km/h,72%,1016 mbar,16 km,14,10
,16 °C,Overcast.,7 km/h,70%,1016 mbar,16 km,14,10
,16 °C,Overcast.,N/A,70%,1016 mbar,16 km,14,10
,16 °C,Overcast.,11 km/h,70%,1016 mbar,16 km,14,10
,16 °C,More clouds than sun.,11 km/h,72%,1017 mbar,16 km,14,10
,16 °C,Overcast.,9 km/h,70%,1017 mbar,16 km,14,10
,16 °C,Overcast.,N/A,72%,1018 mbar,16 km,14,10
,16 °C,Mostly cloudy.,11 km/h,72%,1018 mbar,16 km,14,10
,16 °C,Mostly cloudy.,15 km/h,72%,1018 mbar,16 km,14,10
,16 °C,Mostly cloudy.,11 km/h,72%,1018 mbar,16 km,14,10
,16 °C,Overcast.,9 km/h,72%,1018 mbar,16 km,14,10
,16 °C,Overcast.,7 km/h,75%,1017 mbar,16 km,14,10
,16 °C,Overcast.,No wind,78%,1019 mbar,16 km,14,10
,15 °C,Mostly cloudy.,9 km/h,81%,1018 mbar,16 km,14,10
,16 °C,Mostly cloudy.,11 km/h,78%,1018 mbar,16 km,14,10
,15 °C,Mostly cloudy.,N/A,81%,1017 mbar,16 km,14,10
,15 °C,Mostly cloudy.,7 km/h,81%,1018 mbar,16 km,15,10
,16 °C,Overcast.,6 km/h,78%,1017 mbar,16 km,15,10
,16 °C,Overcast.,6 km/h,75%,1018 mbar,16 km,15,10
,15 °C,Mostly cloudy.,No wind,78%,1016 mbar,16 km,15,10
,15 °C,Mostly cloudy.,No wind,78%,1016 mbar,16 km,15,10
,15 °C,Mostly cloudy.,7 km/h,78%,1016 mbar,16 km,15,10
,14 °C,Overcast.,No wind,81%,1015 mbar,16 km,15,10
,14 °C,Clear.,6 km/h,78%,1016 mbar,16 km,15,10
,14 °C,Clear.,No wind,81%,1016 mbar,16 km,15,10
,14 °C,Sunny.,No wind,81%,1016 mbar,16 km,15,10
,14 °C,Sunny.,No wind,78%,1016 mbar,16 km,15,10
,15 °C,Sunny.,N/A,72%,1015 mbar,16 km,15,10
,17 °C,Sunny.,7 km/h,65%,1015 mbar,16 km,15,10
,18 °C,Sunny.,9 km/h,63%,1014 mbar,16 km,15,10
,18 °C,Passing clouds.,13 km/h,59%,1014 mbar,16 km,15,10
,19 °C,Scattered clouds.,7 km/h,56%,1012 mbar,16 km,15,10
,20 °C,Partly sunny.,7 km/h,49%,1012 mbar,16 km,15,10
,19 °C,Scattered clouds.,9 km/h,53%,1012 mbar,16 km,15,10
,18 °C,Sunny.,9 km/h,56%,1012 mbar,16 km,15,10
,17 °C,Sunny.,15 km/h,58%,1013 mbar,16 km,15,10
,16 °C,Clear.,13 km/h,60%,1013 mbar,16 km,15,10
,15 °C,Passing clouds.,11 km/h,58%,1014 mbar,16 km,15,10
,14 °C,Clear.,6 km/h,55%,1015 mbar,16 km,15,10
,13 °C,Clear.,N/A,58%,1015 mbar,16 km,15,10
,13 °C,Clear.,6 km/h,51%,1015 mbar,16 km,15,10
,12 °C,Clear.,7 km/h,49%,1015 mbar,16 km,15,10
,12 °C,Clear.,7 km/h,51%,1015 mbar,16 km,16,10
,11 °C,Clear.,6 km/h,50%,1015 mbar,16 km,16,10
,11 °C,Clear.,No wind,52%,1015 mbar,16 km,16,10
,10 °C,Clear.,9 km/h,52%,1015 mbar,16 km,16,10
,9 °C,Clear.,No wind,57%,1015 mbar,16 km,16,10
,9 °C,Clear.,9 km/h,61%,1014 mbar,16 km,16,10
,8 °C,Clear.,11 km/h,64%,1014 mbar,16 km,16,10
,8 °C,Sunny.,No wind,61%,1015 mbar,16 km,16,10
,8 °C,Sunny.,N/A,61%,1015 mbar,16 km,16,10
,9 °C,Sunny.,N/A,52%,1015 mbar,16 km,16,10
,11 °C,Sunny.,13 km/h,42%,1015 mbar,16 km,16,10
,12 °C,Sunny.,7 km/h,38%,1014 mbar,16 km,16,10
,13 °C,Sunny.,13 km/h,28%,1013 mbar,16 km,16,10
,14 °C,Sunny.,N/A,25%,1012 mbar,16 km,16,10
,16 °C,Sunny.,13 km/h,21%,1012 mbar,16 km,16,10
,16 °C,Sunny.,17 km/h,22%,1011 mbar,16 km,16,10
,16 °C,Sunny.,N/A,24%,1012 mbar,16 km,16,10
,14 °C,Sunny.,9 km/h,23%,1013 mbar,16 km,16,10
,14 °C,Clear.,6 km/h,26%,1013 mbar,16 km,16,10
,13 °C,Clear.,19 km/h,29%,1014 mbar,16 km,16,10
,12 °C,Clear.,N/A,33%,1014 mbar,16 km,16,10
,11 °C,Clear.,7 km/h,38%,1015 mbar,16 km,16,10
,11 °C,Clear.,6 km/h,41%,1015 mbar,16 km,16,10
,10 °C,Clear.,9 km/h,41%,1015 mbar,16 km,16,10
,9 °C,Clear.,6 km/h,44%,1015 mbar,16 km,17,10
,9 °C,Clear.,6 km/h,44%,1015 mbar,16 km,17,10
,9 °C,Clear.,11 km/h,46%,1015 mbar,16 km,17,10
,9 °C,Clear.,9 km/h,48%,1015 mbar,16 km,17,10
,9 °C,Clear.,7 km/h,48%,1015 mbar,16 km,17,10
,8 °C,Clear.,6 km/h,48%,1016 mbar,16 km,17,10
,8 °C,Clear.,9 km/h,48%,1016 mbar,16 km,17,10
,9 °C,Sunny.,N/A,48%,1016 mbar,16 km,17,10
,10 °C,Sunny.,9 km/h,44%,1016 mbar,16 km,17,10
,11 °C,Sunny.,15 km/h,40%,1017 mbar,16 km,17,10
,12 °C,Sunny.,17 km/h,38%,1016 mbar,16 km,17,10
,14 °C,Sunny.,N/A,33%,1016 mbar,16 km,17,10
,15 °C,Sunny.,N/A,33%,1015 mbar,16 km,17,10
,16 °C,Sunny.,N/A,31%,1014 mbar,16 km,17,10
,16 °C,Sunny.,9 km/h,30%,1014 mbar,16 km,17,10
,17 °C,Sunny.,7 km/h,29%,1014 mbar,16 km,17,10
,17 °C,Sunny.,7 km/h,31%,1013 mbar,16 km,17,10
,16 °C,Sunny.,No wind,38%,1014 mbar,16 km,17,10
,14 °C,Clear.,7 km/h,42%,1014 mbar,16 km,17,10
,14 °C,Clear.,7 km/h,41%,1014 mbar,16 km,17,10
,14 °C,Clear.,6 km/h,44%,1015 mbar,16 km,17,10
,13 °C,Clear.,No wind,47%,1015 mbar,16 km,17,10
,12 °C,Clear.,7 km/h,47%,1015 mbar,16 km,17,10
,12 °C,Clear.,No wind,47%,1015 mbar,16 km,17,10
,11 °C,Clear.,6 km/h,49%,1015 mbar,16 km,18,10
,11 °C,Clear.,6 km/h,49%,1015 mbar,16 km,18,10
,11 °C,Clear.,No wind,50%,1015 mbar,16 km,18,10
,9 °C,Clear.,No wind,57%,1015 mbar,16 km,18,10
,9 °C,Clear.,No wind,59%,1015 mbar,16 km,18,10
,9 °C,Clear.,6 km/h,57%,1016 mbar,16 km,18,10
,9 °C,Overcast.,No wind,61%,1016 mbar,16 km,18,10
,9 °C,Scattered clouds.,No wind,64%,1017 mbar,16 km,18,10
,12 °C,Partly sunny.,No wind,55%,1017 mbar,16 km,18,10
,13 °C,Sunny.,7 km/h,51%,1018 mbar,16 km,18,10
,14 °C,Sunny.,6 km/h,47%,1018 mbar,16 km,18,10
,16 °C,Sunny.,6 km/h,41%,1017 mbar,16 km,18,10
,17 °C,Sunny.,6 km/h,34%,1017 mbar,16 km,18,10
,17 °C,Sunny.,N/A,34%,1016 mbar,16 km,18,10
,18 °C,Sunny.,No wind,35%,1016 mbar,13 km,18,10
,18 °C,Sunny.,6 km/h,35%,1016 mbar,16 km,18,10
,18 °C,Sunny.,No wind,37%,1015 mbar,16 km,18,10
,17 °C,Sunny.,6 km/h,44%,1016 mbar,16 km,18,10
,16 °C,Clear.,No wind,46%,1016 mbar,16 km,18,10
,16 °C,Clear.,6 km/h,52%,1016 mbar,16 km,18,10
,15 °C,Clear.,6 km/h,60%,1017 mbar,16 km,18,10
,16 °C,Clear.,No wind,65%,1017 mbar,16 km,18,10
,16 °C,Clear.,No wind,62%,1017 mbar,16 km,18,10
,16 °C,Clear.,9 km/h,58%,1017 mbar,16 km,18,10
,15 °C,Clear.,No wind,56%,1017 mbar,16 km,19,10
,14 °C,Clear.,No wind,62%,1017 mbar,16 km,19,10
,14 °C,Clear.,7 km/h,69%,1017 mbar,16 km,19,10
,13 °C,Clear.,No wind,72%,1016 mbar,16 km,19,10
,13 °C,Clear.,No wind,77%,1016 mbar,16 km,19,10
,13 °C,Clear.,No wind,77%,1016 mbar,16 km,19,10
,14 °C,Clear.,6 km/h,81%,1015 mbar,16 km,19,10
,16 °C,Sunny.,N/A,83%,1016 mbar,16 km,19,10
,17 °C,Sunny.,6 km/h,80%,1015 mbar,16 km,19,10
,18 °C,Sunny.,N/A,73%,1015 mbar,16 km,19,10
,19 °C,Partly sunny.,7 km/h,70%,1015 mbar,16 km,19,10
,20 °C,Sunny.,6 km/h,68%,1015 mbar,16 km,19,10
,21 °C,Sunny.,9 km/h,66%,1014 mbar,16 km,19,10
,21 °C,Sunny.,11 km/h,68%,1013 mbar,16 km,19,10
,21 °C,Passing clouds.,N/A,68%,1012 mbar,16 km,19,10
,20 °C,Passing clouds.,9 km/h,73%,1012 mbar,16 km,19,10
,19 °C,Partly sunny.,7 km/h,76%,1011 mbar,16 km,19,10
,19 °C,Overcast.,N/A,78%,1011 mbar,16 km,19,10
,18 °C,Overcast.,13 km/h,81%,1010 mbar,16 km,19,10
,18 °C,Overcast.,N/A,78%,1010 mbar,16 km,19,10
,18 °C,Overcast.,9 km/h,81%,1011 mbar,16 km,19,10
,18 °C,Passing clouds.,9 km/h,81%,1010 mbar,16 km,19,10
,18 °C,Passing clouds.,N/A,81%,1010 mbar,16 km,19,10
,19 °C,Overcast.,6 km/h,78%,1009 mbar,16 km,19,10
,19 °C,Overcast.,13 km/h,76%,1008 mbar,16 km,20,10
,19 °C,Light rain. Overcast.,7 km/h,79%,1007 mbar,16 km,20,10
,20 °C,Light rain. Overcast.,N/A,78%,1006 mbar,13 km,20,10
,19 °C,Overcast.,6 km/h,85%,1004 mbar,16 km,20,10
,17 °C,Partly cloudy.,15 km/h,86%,1005 mbar,16 km,20,10
,15 °C,Passing clouds.,9 km/h,84%,1006 mbar,16 km,20,10
,14 °C,Passing clouds.,N/A,84%,1006 mbar,16 km,20,10
,14 °C,Mostly cloudy.,6 km/h,81%,1006 mbar,16 km,20,10
,14 °C,Partly sunny.,11 km/h,78%,1007 mbar,16 km,20,10
,15 °C,Mostly cloudy.,19 km/h,67%,1008 mbar,16 km,20,10
,15 °C,Overcast.,No wind,64%,1008 mbar,16 km,20,10
,15 °C,Mostly cloudy.,N/A,67%,1008 mbar,16 km,20,10
,16 °C,Cloudy.,13 km/h,60%,1008 mbar,16 km,20,10
,16 °C,Mostly cloudy.,N/A,58%,1008 mbar,16 km,20,10
,16 °C,Mostly cloudy.,N/A,56%,1008 mbar,16 km,20,10
,16 °C,Overcast.,N/A,53%,1009 mbar,16 km,20,10
,16 °C,Mostly cloudy.,20 km/h,50%,1009 mbar,16 km,20,10
,16 °C,Overcast.,13 km/h,53%,1010 mbar,16 km,20,10
,15 °C,Passing clouds.,17 km/h,54%,1011 mbar,16 km,20,10
,14 °C,Clear.,9 km/h,56%,1011 mbar,16 km,20,10
,14 °C,Clear.,7 km/h,54%,1012 mbar,16 km,20,10
,14 °C,Clear.,9 km/h,53%,1012 mbar,16 km,20,10
,13 °C,Clear.,9 km/h,55%,1013 mbar,16 km,20,10
,13 °C,Clear.,7 km/h,55%,1013 mbar,16 km,20,10
,12 °C,Clear.,N/A,57%,1013 mbar,16 km,21,10
,12 °C,Clear.,7 km/h,55%,1013 mbar,16 km,21,10
,12 °C,Clear.,7 km/h,56%,1013 mbar,16 km,21,10
,12 °C,Clear.,N/A,55%,1013 mbar,16 km,21,10
,11 °C,Clear.,No wind,59%,1013 mbar,16 km,21,10
,10 °C,Clear.,N/A,63%,1014 mbar,16 km,21,10
,10 °C,Clear.,No wind,63%,1014 mbar,16 km,21,10
,11 °C,Sunny.,N/A,59%,1014 mbar,16 km,21,10
,11 °C,Sunny.,N/A,59%,1014 mbar,16 km,21,10
,13 °C,Sunny.,7 km/h,51%,1014 mbar,16 km,21,10
,15 °C,Sunny.,19 km/h,46%,1014 mbar,16 km,21,10
,17 °C,Sunny.,N/A,43%,1013 mbar,16 km,21,10
,17 °C,Sunny.,13 km/h,40%,1012 mbar,16 km,21,10
,19 °C,Sunny.,N/A,37%,1011 mbar,16 km,21,10
,19 °C,Sunny.,N/A,36%,1010 mbar,16 km,21,10
,18 °C,Sunny.,N/A,44%,1010 mbar,16 km,21,10
,18 °C,Sunny.,N/A,50%,1010 mbar,16 km,21,10
,17 °C,Sunny.,6 km/h,58%,1009 mbar,16 km,21,10
,17 °C,Clear.,N/A,65%,1009 mbar,16 km,21,10
,17 °C,Passing clouds.,6 km/h,63%,1010 mbar,16 km,21,10
,17 °C,Passing clouds.,N/A,60%,1009 mbar,16 km,21,10
,17 °C,Passing clouds.,6 km/h,58%,1009 mbar,16 km,21,10
,17 °C,Clear.,N/A,62%,1008 mbar,16 km,21,10
,16 °C,Light rain. Overcast.,6 km/h,72%,1009 mbar,16 km,21,10
,15 °C,Light rain. Overcast.,No wind,84%,1008 mbar,11 km,22,10
,14 °C,Rain. Fog.,No wind,90%,1008 mbar,4 km,22,10
,14 °C,Light rain. Fog.,No wind,90%,1007 mbar,5 km,22,10
,14 °C,Fog.,N/A,90%,1006 mbar,8 km,22,10
,13 °C,Fog.,No wind,93%,1006 mbar,10 km,22,10
,14 °C,Fog.,6 km/h,93%,1006 mbar,8 km,22,10
,14 °C,Fog.,7 km/h,90%,1006 mbar,8 km,22,10
,13 °C,Fog.,N/A,90%,1006 mbar,6 km,22,10
,13 °C,Fog.,9 km/h,87%,1007 mbar,10 km,22,10
,14 °C,Passing clouds.,11 km/h,83%,1007 mbar,13 km,22,10
,14 °C,Scattered clouds.,N/A,67%,1007 mbar,16 km,22,10
,16 °C,Sunny.,13 km/h,49%,1007 mbar,16 km,22,10
,16 °C,Passing clouds.,13 km/h,46%,1006 mbar,16 km,22,10
,17 °C,Passing clouds.,15 km/h,38%,1006 mbar,16 km,22,10
,16 °C,Passing clouds.,13 km/h,39%,1006 mbar,16 km,22,10
,16 °C,Partly sunny.,17 km/h,39%,1007 mbar,16 km,22,10
,16 °C,Overcast.,9 km/h,39%,1007 mbar,16 km,22,10
,15 °C,Overcast.,17 km/h,39%,1008 mbar,16 km,22,10
,14 °C,Overcast.,N/A,41%,1009 mbar,16 km,22,10
,14 °C,Clear.,N/A,41%,1009 mbar,16 km,22,10
,14 °C,Clear.,7 km/h,44%,1009 mbar,16 km,22,10
,13 °C,Clear.,6 km/h,49%,1010 mbar,16 km,22,10
,13 °C,Overcast.,6 km/h,49%,1010 mbar,16 km,22,10
,12 °C,Clear.,9 km/h,51%,1010 mbar,16 km,22,10
,12 °C,Clear.,6 km/h,52%,1010 mbar,16 km,23,10
,12 °C,Clear.,7 km/h,52%,1010 mbar,16 km,23,10
,11 °C,Clear.,7 km/h,55%,1010 mbar,16 km,23,10
,11 °C,Clear.,6 km/h,55%,1011 mbar,16 km,23,10
,11 °C,Clear.,9 km/h,54%,1011 mbar,16 km,23,10
,10 °C,Clear.,6 km/h,59%,1012 mbar,16 km,23,10
,10 °C,Clear.,9 km/h,61%,1012 mbar,16 km,23,10
,11 °C,Sunny.,N/A,56%,1012 mbar,16 km,23,10
,11 °C,Partly sunny.,N/A,59%,1013 mbar,16 km,23,10
,12 °C,Mostly cloudy.,N/A,52%,1013 mbar,16 km,23,10
,13 °C,Sunny.,N/A,51%,1013 mbar,16 km,23,10
,14 °C,Passing clouds.,7 km/h,47%,1013 mbar,16 km,23,10
,14 °C,Mostly cloudy.,9 km/h,47%,1012 mbar,16 km,23,10
,14 °C,Mostly cloudy.,7 km/h,44%,1012 mbar,16 km,23,10
,14 °C,Partly sunny.,19 km/h,44%,1013 mbar,16 km,23,10
,14 °C,Sunny.,9 km/h,43%,1013 mbar,16 km,23,10
,13 °C,Scattered clouds.,7 km/h,49%,1014 mbar,16 km,23,10
,13 °C,Overcast.,7 km/h,51%,1014 mbar,16 km,23,10
,13 °C,Overcast.,9 km/h,49%,1015 mbar,16 km,23,10
,13 °C,Overcast.,7 km/h,51%,1015 mbar,16 km,23,10
,13 °C,Overcast.,6 km/h,51%,1016 mbar,16 km,23,10
,12 °C,Passing clouds.,9 km/h,53%,1016 mbar,16 km,23,10
,12 °C,Passing clouds.,9 km/h,52%,1016 mbar,16 km,23,10
,11 °C,Clear.,6 km/h,59%,1017 mbar,16 km,23,10
,11 °C,Clear.,No wind,59%,1016 mbar,16 km,24,10
,10 °C,Clear.,9 km/h,61%,1017 mbar,16 km,24,10
,9 °C,Clear.,N/A,68%,1017 mbar,16 km,24,10
,9 °C,Clear.,N/A,66%,1017 mbar,16 km,24,10
,8 °C,Clear.,No wind,69%,1018 mbar,16 km,24,10
,8 °C,Clear.,6 km/h,69%,1018 mbar,16 km,24,10
,8 °C,Clear.,11 km/h,71%,1018 mbar,16 km,24,10
,8 °C,Sunny.,7 km/h,68%,1019 mbar,16 km,24,10
,8 °C,Sunny.,11 km/h,69%,1020 mbar,16 km,24,10
,9 °C,Sunny.,9 km/h,64%,1020 mbar,16 km,24,10
,11 °C,Sunny.,9 km/h,59%,1020 mbar,16 km,24,10
,12 °C,Sunny.,13 km/h,51%,1020 mbar,16 km,24,10
,14 °C,Scattered clouds.,9 km/h,46%,1019 mbar,16 km,24,10
,14 °C,Passing clouds.,11 km/h,44%,1019 mbar,16 km,24,10
,14 °C,Broken clouds.,N/A,43%,1019 mbar,16 km,24,10
